event_id,organization_id,user_id,feature_category,event_type,event_date,event_timestamp
EVT-0006243,ORG-0062,USR-00648,meetings,meeting_completed,2025-07-25,2025-07-25 15:45:57
EVT-0015218,ORG-0186,USR-01815,rocks,rock_created,2025-04-19,2025-04-19 08:38:18
EVT-0007108,ORG-0072,USR-00730,rocks,rock_created,2024-08-10,2024-08-10 21:26:25
EVT-0008099,ORG-0085,USR-00817,todos,todo_created,2025-02-22,2025-02-22 13:24:09
EVT-0013052,ORG-0155,USR-01473,issues,issue_created,2025-02-24,2025-02-24 17:26:57
EVT-0011805,ORG-0138,USR-01318,rocks,rock_created,2025-02-20,2025-02-20 00:54:33
EVT-0015335,ORG-0188,USR-01821,issues,issue_resolved,2025-02-25,2025-02-25 11:48:18
EVT-0008247,ORG-0089,USR-00832,headlines,headline_created,2025-06-14,2025-06-14 13:09:57
EVT-0015472,ORG-0190,USR-01837,todos,todo_created,2025-05-25,2025-05-25 17:35:23
EVT-0014371,ORG-0172,USR-01681,headlines,headline_created,2025-08-08,2025-08-08 08:13:44
EVT-0006818,ORG-0070,USR-00689,rocks,rock_updated,2024-09-17,2024-09-17 10:51:52
EVT-0007824,ORG-0081,USR-00804,meetings,meeting_created,2025-05-31,2025-05-31 12:25:06
EVT-0013657,ORG-0163,USR-01571,scorecards,scorecard_updated,2023-09-16,2023-09-16 13:48:37
EVT-0002476,ORG-0027,USR-00295,meetings,meeting_created,2025-05-02,2025-05-02 09:02:04
EVT-0009199,ORG-0096,USR-00920,rocks,rock_completed,2025-06-09,2025-06-09 16:39:04
EVT-0002864,ORG-0029,USR-00318,todos,todo_created,2025-07-10,2025-07-10 13:34:14
EVT-0007256,ORG-0075,USR-00739,headlines,headline_created,2024-09-22,2024-09-22 08:43:13
EVT-0008825,ORG-0093,USR-00881,headlines,headline_created,2025-10-11,2025-10-11 15:38:51
EVT-0005772,ORG-0059,USR-00620,rocks,rock_updated,2024-11-29,2024-11-29 14:28:10
EVT-0000116,ORG-0002,USR-00035,headlines,headline_created,2023-07-24,2023-07-24 13:44:36
EVT-0010124,ORG-0109,USR-01066,scorecards,scorecard_score_entered,2025-07-29,2025-07-29 19:24:43
EVT-0002827,ORG-0029,USR-00312,rocks,rock_completed,2025-03-24,2025-03-24 10:08:34
EVT-0012071,ORG-0141,USR-01340,meetings,meeting_created,2025-04-26,2025-04-26 22:50:40
EVT-0007712,ORG-0081,USR-00802,issues,issue_resolved,2024-08-05,2024-08-05 16:02:03
EVT-0003573,ORG-0033,USR-00374,todos,todo_completed,2024-09-19,2024-09-19 15:25:53
EVT-0005002,ORG-0049,USR-00528,issues,issue_created,2026-01-28,2026-01-28 10:39:32
EVT-0013895,ORG-0165,USR-01586,meetings,meeting_created,2025-05-16,2025-05-16 13:42:08
EVT-0013194,ORG-0156,USR-01497,meetings,meeting_created,2025-12-29,2025-12-29 15:06:11
EVT-0016177,ORG-0198,USR-01926,headlines,headline_created,2024-06-22,2024-06-22 11:13:51
EVT-0000691,ORG-0006,USR-00063,issues,issue_created,2023-06-28,2023-06-28 17:27:04
EVT-0006675,ORG-0069,USR-00684,todos,todo_created,2024-06-13,2024-06-13 16:17:31
EVT-0014956,ORG-0181,USR-01763,meetings,meeting_completed,2025-05-29,2025-05-29 10:46:05
EVT-0008626,ORG-0092,USR-00869,issues,issue_resolved,2024-11-05,2024-11-05 09:27:50
EVT-0001018,ORG-0010,USR-00103,rocks,rock_completed,2024-11-11,2024-11-11 09:14:03
EVT-0008324,ORG-0090,USR-00844,issues,issue_resolved,2025-01-12,2025-01-12 09:38:05
EVT-0000191,ORG-0002,USR-00029,headlines,headline_created,2024-06-18,2024-06-18 08:23:35
EVT-0003350,ORG-0033,USR-00393,rocks,rock_updated,2023-10-28,2023-10-28 09:19:51
EVT-0005295,ORG-0053,USR-00563,headlines,headline_created,2024-05-06,2024-05-06 17:13:53
EVT-0014239,ORG-0170,USR-01646,rocks,rock_updated,2025-07-04,2025-07-04 13:07:58
EVT-0007262,ORG-0075,USR-00738,todos,todo_created,2024-11-12,2024-11-12 17:35:52
EVT-0007420,ORG-0077,USR-00745,rocks,rock_created,2025-03-03,2025-03-03 15:46:48
EVT-0015294,ORG-0188,USR-01819,rocks,rock_updated,2023-11-08,2023-11-08 09:58:46
EVT-0005997,ORG-0062,USR-00638,scorecards,scorecard_updated,2024-01-18,2024-01-18 10:52:34
EVT-0008354,ORG-0090,USR-00842,meetings,meeting_completed,2025-11-01,2025-11-01 09:37:01
EVT-0008541,ORG-0091,USR-00855,issues,issue_resolved,2026-02-06,2026-02-06 12:11:58
EVT-0003450,ORG-0033,USR-00379,rocks,rock_completed,2024-01-06,2024-01-06 17:14:13
EVT-0006549,ORG-0066,USR-00672,scorecards,scorecard_updated,2024-08-07,2024-08-07 16:50:23
EVT-0009502,ORG-0101,USR-00982,issues,issue_created,2024-06-29,2024-06-29 06:47:39
EVT-0004033,ORG-0037,USR-00409,rocks,rock_updated,2025-06-28,2025-06-28 13:45:52
EVT-0014841,ORG-0180,USR-01751,issues,issue_created,2024-01-30,2024-01-30 16:51:56
EVT-0015995,ORG-0196,USR-01898,rocks,rock_updated,2024-08-17,2024-08-17 14:53:22
EVT-0004195,ORG-0040,USR-00450,meetings,meeting_created,2025-11-16,2025-11-16 10:22:10
EVT-0001333,ORG-0013,USR-00145,issues,issue_created,2025-11-19,2025-11-19 18:27:39
EVT-0014853,ORG-0180,USR-01752,todos,todo_completed,2024-04-20,2024-04-20 08:02:59
EVT-0011955,ORG-0139,USR-01334,headlines,headline_created,2024-07-14,2024-07-14 14:02:59
EVT-0002973,ORG-0030,USR-00335,meetings,meeting_completed,2024-09-07,2024-09-07 08:29:27
EVT-0016509,ORG-0079,USR-00767,todos,todo_completed,2026-01-19,2026-01-19 21:01:44
EVT-0001203,ORG-0012,USR-00131,meetings,meeting_completed,2024-11-26,2024-11-26 13:06:14
EVT-0005827,ORG-0060,USR-00621,issues,issue_created,2025-05-15,2025-05-15 09:47:24
EVT-0010013,ORG-0104,USR-01035,rocks,rock_created,2026-02-27,2026-02-27 15:13:29
EVT-0015458,ORG-0190,USR-01836,issues,issue_resolved,2025-04-18,2025-04-18 11:25:32
EVT-0009887,ORG-0104,USR-01030,meetings,meeting_completed,2025-01-23,2025-01-23 11:52:03
EVT-0011872,ORG-0138,USR-01323,issues,issue_created,2025-10-08,2025-10-08 15:52:18
EVT-0006531,ORG-0065,USR-00670,todos,todo_created,2025-11-19,2025-11-19 10:28:06
EVT-0014757,ORG-0179,USR-01737,meetings,meeting_completed,2025-02-12,2025-02-12 08:20:22
EVT-0010171,ORG-0111,USR-01079,headlines,headline_created,2024-11-17,2024-11-17 04:42:33
EVT-0003210,ORG-0032,USR-00368,headlines,headline_created,2023-11-15,2023-11-15 13:05:57
EVT-0006953,ORG-0070,USR-00706,meetings,meeting_created,2025-12-17,2025-12-17 09:20:44
EVT-0002482,ORG-0027,USR-00293,meetings,meeting_completed,2025-07-11,2025-07-11 15:44:08
EVT-0012287,ORG-0142,USR-01347,rocks,rock_completed,2025-04-23,2025-04-23 23:48:12
EVT-0002104,ORG-0024,USR-00265,rocks,rock_completed,2024-11-01,2024-11-01 14:04:47
EVT-0002433,ORG-0027,USR-00293,headlines,headline_created,2024-02-20,2024-02-20 15:00:25
EVT-0015380,ORG-0190,USR-01838,headlines,headline_created,2024-06-17,2024-06-17 17:43:23
EVT-0007314,ORG-0076,USR-00742,rocks,rock_completed,2024-11-26,2024-11-26 11:34:45
EVT-0002601,ORG-0028,USR-00304,todos,todo_created,2025-10-19,2025-10-19 14:13:46
EVT-0006005,ORG-0062,USR-00652,meetings,meeting_created,2024-01-13,2024-01-13 18:22:59
EVT-0006647,ORG-0068,USR-00680,rocks,rock_updated,2025-07-27,2025-07-27 12:13:05
EVT-0014354,ORG-0172,USR-01666,rocks,rock_updated,2025-04-24,2025-04-24 08:00:00
EVT-0001527,ORG-0017,USR-00181,headlines,headline_created,2024-08-18,2024-08-18 21:44:53
EVT-0007729,ORG-0081,USR-00789,scorecards,scorecard_updated,2024-10-25,2024-10-25 12:53:10
EVT-0012599,ORG-0146,USR-01376,issues,issue_resolved,2025-11-07,2025-11-07 16:38:12
EVT-0016610,ORG-0011,USR-00126,headlines,headline_created,2024-12-09,2024-12-09 15:31:56
EVT-0010237,ORG-0112,USR-01086,meetings,meeting_completed,2025-08-10,2025-08-10 16:48:15
EVT-0007323,ORG-0076,USR-00742,scorecards,scorecard_updated,2025-01-08,2025-01-08 08:57:57
EVT-0007994,ORG-0082,USR-00811,scorecards,scorecard_updated,2024-06-11,2024-06-11 11:01:02
EVT-0001001,ORG-0010,USR-00099,scorecards,scorecard_updated,2024-07-22,2024-07-22 16:49:53
EVT-0014866,ORG-0180,USR-01753,todos,todo_created,2024-09-22,2024-09-22 17:45:45
EVT-0015257,ORG-0187,USR-01817,meetings,meeting_completed,2025-07-08,2025-07-08 07:10:42
EVT-0015149,ORG-0184,USR-01804,headlines,headline_created,2024-12-02,2024-12-02 17:27:23
EVT-0014361,ORG-0172,USR-01678,headlines,headline_created,2025-05-20,2025-05-20 15:29:16
EVT-0008136,ORG-0085,USR-00817,meetings,meeting_completed,2026-02-18,2026-02-18 15:16:44
EVT-0001710,ORG-0021,USR-00209,rocks,rock_updated,2025-10-31,2025-10-31 12:57:21
EVT-0013938,ORG-0167,USR-01594,headlines,headline_created,2024-08-31,2024-08-31 10:44:56
EVT-0003682,ORG-0033,USR-00384,meetings,meeting_created,2025-05-02,2025-05-02 09:16:27
EVT-0007986,ORG-0082,USR-00807,todos,todo_created,2024-04-01,2024-04-01 14:24:05
EVT-0006840,ORG-0070,USR-00696,meetings,meeting_completed,2024-12-01,2024-12-01 11:45:03
EVT-0009851,ORG-0104,USR-01030,meetings,meeting_created,2024-09-28,2024-09-28 23:50:07
EVT-0002806,ORG-0029,USR-00318,todos,todo_completed,2025-01-15,2025-01-15 05:13:23
EVT-0014998,ORG-0181,USR-01760,meetings,meeting_created,2025-10-29,2025-10-29 09:20:49
EVT-0005845,ORG-0060,USR-00622,rocks,rock_completed,2025-11-03,2025-11-03 10:51:09
EVT-0016793,ORG-0116,USR-01127,todos,todo_completed,2025-03-14,2025-03-14 14:00:14
EVT-0003241,ORG-0033,USR-00380,todos,todo_completed,2023-05-27,2023-05-27 16:21:32
EVT-0006584,ORG-0066,USR-00672,issues,issue_created,2025-07-15,2025-07-15 16:18:51
EVT-0000529,ORG-0005,USR-00055,headlines,headline_created,2024-04-20,2024-04-20 12:46:41
EVT-0011364,ORG-0132,USR-01235,scorecards,scorecard_updated,2025-06-20,2025-06-20 17:51:51
EVT-0011234,ORG-0127,USR-01215,todos,todo_completed,2024-11-29,2024-11-29 13:25:09
EVT-0012964,ORG-0152,USR-01462,rocks,rock_updated,2024-12-16,2024-12-16 14:32:49
EVT-0016550,ORG-0094,USR-00897,issues,issue_resolved,2025-11-18,2025-11-18 13:37:53
EVT-0010741,ORG-0117,USR-01155,issues,issue_created,2023-07-14,2023-07-14 14:03:37
EVT-0009421,ORG-0099,USR-00968,headlines,headline_created,2025-05-26,2025-05-26 07:55:03
EVT-0012080,ORG-0141,USR-01341,meetings,meeting_created,2025-06-28,2025-06-28 13:48:17
EVT-0008706,ORG-0092,USR-00868,issues,issue_resolved,2025-09-24,2025-09-24 06:42:39
EVT-0014974,ORG-0181,USR-01767,rocks,rock_completed,2025-07-07,2025-07-07 15:58:14
EVT-0004392,ORG-0043,USR-00481,todos,todo_created,2024-06-29,2024-06-29 19:04:39
EVT-0001412,ORG-0016,USR-00177,issues,issue_created,2023-08-17,2023-08-17 08:29:10
EVT-0002161,ORG-0024,USR-00279,scorecards,scorecard_score_entered,2025-03-25,2025-03-25 17:47:39
EVT-0005736,ORG-0057,USR-00603,scorecards,scorecard_score_entered,2025-09-18,2025-09-18 22:35:26
EVT-0004786,ORG-0046,USR-00514,rocks,rock_completed,2025-12-19,2025-12-19 13:03:35
EVT-0001298,ORG-0013,USR-00146,scorecards,scorecard_updated,2025-03-19,2025-03-19 02:13:31
EVT-0009226,ORG-0097,USR-00957,rocks,rock_created,2025-03-21,2025-03-21 11:21:32
EVT-0009777,ORG-0104,USR-01024,rocks,rock_completed,2024-01-05,2024-01-05 09:32:14
EVT-0007051,ORG-0071,USR-00729,scorecards,scorecard_updated,2025-09-09,2025-09-09 14:05:52
EVT-0010759,ORG-0117,USR-01138,issues,issue_resolved,2023-09-18,2023-09-18 11:05:24
EVT-0000592,ORG-0005,USR-00053,meetings,meeting_created,2025-01-16,2025-01-16 14:36:25
EVT-0016412,ORG-0199,USR-01961,headlines,headline_created,2025-08-18,2025-08-18 15:22:09
EVT-0012620,ORG-0146,USR-01392,scorecards,scorecard_score_entered,2026-02-10,2026-02-10 17:49:22
EVT-0012846,ORG-0150,USR-01447,scorecards,scorecard_score_entered,2025-07-07,2025-07-07 11:36:30
EVT-0011143,ORG-0122,USR-01197,issues,issue_created,2025-11-18,2025-11-18 17:04:27
EVT-0009595,ORG-0101,USR-00975,meetings,meeting_completed,2025-06-18,2025-06-18 11:59:35
EVT-0002296,ORG-0025,USR-00285,headlines,headline_created,2024-06-09,2024-06-09 17:22:15
EVT-0003736,ORG-0033,USR-00384,meetings,meeting_completed,2025-09-24,2025-09-24 22:03:05
EVT-0006396,ORG-0064,USR-00666,rocks,rock_created,2024-06-01,2024-06-01 14:17:16
EVT-0000033,ORG-0001,USR-00021,headlines,headline_created,2024-10-04,2024-10-04 13:31:18
EVT-0003957,ORG-0036,USR-00402,rocks,rock_completed,2024-07-22,2024-07-22 08:47:31
EVT-0013289,ORG-0158,USR-01512,scorecards,scorecard_score_entered,2025-01-17,2025-01-17 14:04:54
EVT-0010389,ORG-0114,USR-01109,todos,todo_completed,2025-09-21,2025-09-21 17:31:15
EVT-0001279,ORG-0013,USR-00141,issues,issue_created,2025-01-05,2025-01-05 14:33:02
EVT-0008814,ORG-0093,USR-00882,scorecards,scorecard_updated,2025-08-23,2025-08-23 09:29:57
EVT-0010560,ORG-0114,USR-01114,todos,todo_created,2026-02-25,2026-02-25 03:19:16
EVT-0009097,ORG-0095,USR-00910,issues,issue_resolved,2025-02-02,2025-02-02 00:21:35
EVT-0012554,ORG-0146,USR-01376,todos,todo_completed,2025-04-17,2025-04-17 14:35:02
EVT-0015768,ORG-0194,USR-01882,headlines,headline_created,2024-04-19,2024-04-19 09:06:34
EVT-0004600,ORG-0044,USR-00504,meetings,meeting_created,2025-06-02,2025-06-02 09:27:49
EVT-0012788,ORG-0150,USR-01450,todos,todo_created,2023-11-26,2023-11-26 12:01:50
EVT-0008747,ORG-0092,USR-00868,issues,issue_resolved,2026-02-14,2026-02-14 11:48:22
EVT-0008343,ORG-0090,USR-00846,scorecards,scorecard_updated,2025-06-12,2025-06-12 11:12:17
EVT-0006587,ORG-0066,USR-00671,todos,todo_completed,2025-08-28,2025-08-28 16:54:51
EVT-0014723,ORG-0179,USR-01748,headlines,headline_created,2024-08-22,2024-08-22 15:24:59
EVT-0013505,ORG-0159,USR-01538,scorecards,scorecard_updated,2025-05-31,2025-05-31 12:48:56
EVT-0009021,ORG-0094,USR-00905,headlines,headline_created,2025-11-18,2025-11-18 15:46:54
EVT-0001885,ORG-0024,USR-00282,rocks,rock_created,2023-04-23,2023-04-23 14:03:10
EVT-0004355,ORG-0042,USR-00471,todos,todo_created,2025-10-30,2025-10-30 10:50:15
EVT-0014992,ORG-0181,USR-01774,headlines,headline_created,2025-09-14,2025-09-14 16:42:02
EVT-0012995,ORG-0154,USR-01466,todos,todo_completed,2025-08-30,2025-08-30 11:13:04
EVT-0016643,ORG-0190,USR-01839,headlines,headline_created,2025-07-16,2025-07-16 15:00:27
EVT-0014465,ORG-0176,USR-01721,headlines,headline_created,2025-12-04,2025-12-04 15:39:30
EVT-0014373,ORG-0172,USR-01682,rocks,rock_completed,2025-08-10,2025-08-10 13:32:36
EVT-0003671,ORG-0033,USR-00387,todos,todo_completed,2025-04-28,2025-04-28 12:49:37
EVT-0008638,ORG-0092,USR-00871,issues,issue_created,2024-12-21,2024-12-21 04:10:07
EVT-0000536,ORG-0005,USR-00055,issues,issue_created,2024-05-31,2024-05-31 16:24:30
EVT-0003652,ORG-0033,USR-00392,issues,issue_resolved,2025-03-23,2025-03-23 10:05:40
EVT-0004568,ORG-0043,USR-00478,scorecards,scorecard_updated,2025-12-15,2025-12-15 15:06:08
EVT-0010012,ORG-0104,USR-01030,issues,issue_resolved,2026-02-05,2026-02-05 17:24:20
EVT-0006523,ORG-0065,USR-00668,todos,todo_created,2025-08-26,2025-08-26 14:14:20
EVT-0013043,ORG-0155,USR-01470,rocks,rock_created,2025-01-11,2025-01-11 10:29:22
EVT-0001753,ORG-0023,USR-00255,issues,issue_resolved,2025-01-21,2025-01-21 16:07:50
EVT-0009808,ORG-0104,USR-01038,issues,issue_resolved,2024-04-09,2024-04-09 10:37:06
EVT-0012715,ORG-0149,USR-01442,todos,todo_created,2024-07-11,2024-07-11 15:36:06
EVT-0013031,ORG-0155,USR-01476,scorecards,scorecard_score_entered,2024-12-05,2024-12-05 09:46:00
EVT-0010449,ORG-0114,USR-01109,meetings,meeting_created,2025-11-02,2025-11-02 14:07:08
EVT-0002259,ORG-0024,USR-00262,todos,todo_created,2025-12-16,2025-12-16 11:17:11
EVT-0007030,ORG-0071,USR-00728,rocks,rock_created,2025-07-24,2025-07-24 16:19:11
EVT-0014977,ORG-0181,USR-01764,rocks,rock_completed,2025-08-07,2025-08-07 08:34:17
EVT-0010324,ORG-0113,USR-01092,headlines,headline_created,2025-07-22,2025-07-22 14:39:50
EVT-0002361,ORG-0026,USR-00292,headlines,headline_created,2025-02-02,2025-02-02 13:12:20
EVT-0002428,ORG-0027,USR-00294,meetings,meeting_created,2023-12-08,2023-12-08 12:57:31
EVT-0005579,ORG-0054,USR-00589,scorecards,scorecard_updated,2026-02-06,2026-02-06 08:31:12
EVT-0016058,ORG-0197,USR-01900,issues,issue_resolved,2023-04-25,2023-04-25 01:24:16
EVT-0005674,ORG-0057,USR-00610,headlines,headline_created,2024-08-20,2024-08-20 12:42:11
EVT-0003569,ORG-0033,USR-00388,issues,issue_resolved,2024-09-21,2024-09-21 14:32:35
EVT-0016756,ORG-0009,USR-00098,scorecards,scorecard_score_entered,2025-08-27,2025-08-27 16:29:41
EVT-0015112,ORG-0183,USR-01794,headlines,headline_created,2025-06-29,2025-06-29 04:27:50
EVT-0016717,ORG-0198,USR-01926,scorecards,scorecard_score_entered,2023-07-26,2023-07-26 16:34:18
EVT-0004366,ORG-0042,USR-00471,headlines,headline_created,2026-01-24,2026-01-24 15:18:49
EVT-0003459,ORG-0033,USR-00385,issues,issue_created,2024-01-01,2024-01-01 12:39:09
EVT-0015637,ORG-0191,USR-01847,headlines,headline_created,2025-09-01,2025-09-01 10:47:04
EVT-0015187,ORG-0184,USR-01802,headlines,headline_created,2026-01-31,2026-01-31 12:31:19
EVT-0014240,ORG-0170,USR-01647,meetings,meeting_completed,2025-07-31,2025-07-31 11:27:39
EVT-0001891,ORG-0024,USR-00276,todos,todo_completed,2023-05-24,2023-05-24 14:57:42
EVT-0010732,ORG-0117,USR-01133,todos,todo_completed,2023-06-23,2023-06-23 03:51:09
EVT-0007441,ORG-0077,USR-00745,rocks,rock_completed,2025-10-10,2025-10-10 21:18:34
EVT-0004374,ORG-0043,USR-00493,todos,todo_completed,2024-04-27,2024-04-27 13:15:31
EVT-0016708,ORG-0179,USR-01748,todos,todo_created,2025-06-11,2025-06-11 06:42:02
EVT-0006210,ORG-0062,USR-00649,todos,todo_completed,2025-05-27,2025-05-27 11:45:43
EVT-0010931,ORG-0119,USR-01162,headlines,headline_created,2024-06-27,2024-06-27 12:38:36
EVT-0013260,ORG-0158,USR-01525,headlines,headline_created,2024-10-31,2024-10-31 17:06:57
EVT-0014799,ORG-0179,USR-01746,todos,todo_completed,2025-11-10,2025-11-10 15:37:32
EVT-0008907,ORG-0094,USR-00897,issues,issue_resolved,2024-05-18,2024-05-18 13:00:12
EVT-0010502,ORG-0114,USR-01099,meetings,meeting_created,2025-12-29,2025-12-29 23:14:06
EVT-0007770,ORG-0081,USR-00794,issues,issue_resolved,2025-01-03,2025-01-03 17:25:55
EVT-0013264,ORG-0158,USR-01521,todos,todo_created,2024-10-26,2024-10-26 10:24:37
EVT-0006483,ORG-0065,USR-00667,todos,todo_created,2024-10-16,2024-10-16 10:19:16
EVT-0013081,ORG-0155,USR-01474,scorecards,scorecard_updated,2025-04-15,2025-04-15 17:31:20
EVT-0011724,ORG-0138,USR-01329,rocks,rock_created,2024-03-25,2024-03-25 09:27:17
EVT-0011880,ORG-0138,USR-01327,meetings,meeting_created,2025-11-18,2025-11-18 15:39:59
EVT-0002341,ORG-0025,USR-00286,rocks,rock_updated,2025-10-15,2025-10-15 09:42:24
EVT-0015271,ORG-0187,USR-01818,meetings,meeting_created,2025-12-05,2025-12-05 21:39:30
EVT-0000126,ORG-0002,USR-00034,todos,todo_created,2023-09-30,2023-09-30 15:10:43
EVT-0005290,ORG-0053,USR-00578,scorecards,scorecard_score_entered,2024-04-08,2024-04-08 12:57:03
EVT-0008964,ORG-0094,USR-00906,scorecards,scorecard_updated,2025-03-02,2025-03-02 15:39:11
EVT-0007969,ORG-0082,USR-00811,meetings,meeting_completed,2023-11-20,2023-11-20 16:01:44
EVT-0004377,ORG-0043,USR-00493,todos,todo_created,2024-05-27,2024-05-27 03:11:38
EVT-0003627,ORG-0033,USR-00381,scorecards,scorecard_score_entered,2025-01-23,2025-01-23 16:50:33
EVT-0006741,ORG-0069,USR-00682,meetings,meeting_created,2025-12-10,2025-12-10 09:22:47
EVT-0001039,ORG-0010,USR-00105,issues,issue_resolved,2025-05-26,2025-05-26 15:22:19
EVT-0015467,ORG-0190,USR-01832,issues,issue_created,2025-05-19,2025-05-19 10:10:18
EVT-0014200,ORG-0169,USR-01621,headlines,headline_created,2025-11-21,2025-11-21 17:22:19
EVT-0001455,ORG-0016,USR-00178,issues,issue_created,2024-12-09,2024-12-09 10:42:36
EVT-0013649,ORG-0163,USR-01567,meetings,meeting_completed,2023-08-08,2023-08-08 10:12:34
EVT-0007394,ORG-0077,USR-00744,headlines,headline_created,2024-05-20,2024-05-20 15:52:03
EVT-0011767,ORG-0138,USR-01309,meetings,meeting_completed,2024-09-29,2024-09-29 17:37:14
EVT-0000478,ORG-0005,USR-00044,headlines,headline_created,2023-08-21,2023-08-21 09:03:28
EVT-0002266,ORG-0024,USR-00272,meetings,meeting_completed,2025-12-03,2025-12-03 14:15:31
EVT-0008832,ORG-0093,USR-00879,todos,todo_created,2025-10-06,2025-10-06 10:56:55
EVT-0006277,ORG-0062,USR-00652,scorecards,scorecard_score_entered,2025-09-27,2025-09-27 08:26:50
EVT-0000235,ORG-0002,USR-00035,todos,todo_completed,2024-12-05,2024-12-05 11:26:44
EVT-0004830,ORG-0047,USR-00518,meetings,meeting_completed,2025-08-02,2025-08-02 09:34:09
EVT-0008017,ORG-0082,USR-00809,headlines,headline_created,2025-02-26,2025-02-26 14:17:32
EVT-0005746,ORG-0057,USR-00606,rocks,rock_completed,2025-11-07,2025-11-07 10:37:16
EVT-0009292,ORG-0097,USR-00958,meetings,meeting_created,2026-02-08,2026-02-08 17:20:52
EVT-0002563,ORG-0028,USR-00299,rocks,rock_completed,2025-02-12,2025-02-12 15:23:49
EVT-0006887,ORG-0070,USR-00708,scorecards,scorecard_updated,2025-05-22,2025-05-22 13:55:51
EVT-0013069,ORG-0155,USR-01480,headlines,headline_created,2025-03-20,2025-03-20 08:53:09
EVT-0001326,ORG-0013,USR-00138,issues,issue_created,2025-09-13,2025-09-13 12:20:35
EVT-0014087,ORG-0168,USR-01610,scorecards,scorecard_updated,2025-11-09,2025-11-09 13:57:55
EVT-0006627,ORG-0067,USR-00676,issues,issue_resolved,2025-03-19,2025-03-19 12:39:33
EVT-0007126,ORG-0072,USR-00730,issues,issue_resolved,2025-04-30,2025-04-30 17:51:05
EVT-0009141,ORG-0096,USR-00918,headlines,headline_created,2024-09-28,2024-09-28 11:12:16
EVT-0007024,ORG-0071,USR-00729,scorecards,scorecard_updated,2025-07-21,2025-07-21 00:49:14
EVT-0005417,ORG-0053,USR-00575,headlines,headline_created,2025-07-30,2025-07-30 10:40:58
EVT-0011732,ORG-0138,USR-01329,meetings,meeting_completed,2024-04-10,2024-04-10 17:44:08
EVT-0012941,ORG-0152,USR-01461,todos,todo_completed,2024-04-13,2024-04-13 15:55:55
EVT-0000335,ORG-0002,USR-00033,todos,todo_completed,2025-12-02,2025-12-02 15:25:03
EVT-0009235,ORG-0097,USR-00944,meetings,meeting_created,2025-04-15,2025-04-15 11:00:38
EVT-0001431,ORG-0016,USR-00178,issues,issue_resolved,2024-03-17,2024-03-17 15:59:17
EVT-0007890,ORG-0081,USR-00800,scorecards,scorecard_updated,2025-10-31,2025-10-31 16:20:49
EVT-0010462,ORG-0114,USR-01104,meetings,meeting_completed,2025-11-22,2025-11-22 12:44:32
EVT-0004560,ORG-0043,USR-00492,todos,todo_created,2025-11-19,2025-11-19 14:15:54
EVT-0002364,ORG-0026,USR-00288,headlines,headline_created,2025-04-27,2025-04-27 09:01:57
EVT-0004873,ORG-0048,USR-00524,meetings,meeting_created,2024-09-13,2024-09-13 14:31:50
EVT-0009192,ORG-0096,USR-00928,meetings,meeting_created,2025-05-19,2025-05-19 09:39:27
EVT-0011816,ORG-0138,USR-01310,scorecards,scorecard_updated,2025-03-14,2025-03-14 08:42:56
EVT-0010331,ORG-0113,USR-01088,todos,todo_created,2025-09-06,2025-09-06 00:09:50
EVT-0012503,ORG-0144,USR-01368,meetings,meeting_completed,2025-09-01,2025-09-01 15:42:01
EVT-0009962,ORG-0104,USR-01033,headlines,headline_created,2025-09-08,2025-09-08 11:05:11
EVT-0011055,ORG-0121,USR-01196,headlines,headline_created,2024-12-17,2024-12-17 09:05:22
EVT-0014089,ORG-0168,USR-01605,todos,todo_created,2025-11-14,2025-11-14 15:22:04
EVT-0001902,ORG-0024,USR-00279,todos,todo_completed,2023-06-06,2023-06-06 01:27:10
EVT-0014423,ORG-0173,USR-01687,scorecards,scorecard_score_entered,2025-09-21,2025-09-21 13:27:37
EVT-0006022,ORG-0062,USR-00649,scorecards,scorecard_updated,2024-02-08,2024-02-08 08:05:40
EVT-0007343,ORG-0076,USR-00743,rocks,rock_completed,2025-08-11,2025-08-11 12:09:34
EVT-0009113,ORG-0095,USR-00908,scorecards,scorecard_updated,2025-06-06,2025-06-06 16:37:54
EVT-0014741,ORG-0179,USR-01745,headlines,headline_created,2024-11-03,2024-11-03 15:53:48
EVT-0004220,ORG-0040,USR-00443,rocks,rock_updated,2026-01-04,2026-01-04 09:09:41
EVT-0009779,ORG-0104,USR-01015,issues,issue_resolved,2024-01-27,2024-01-27 07:28:34
EVT-0009608,ORG-0101,USR-00976,meetings,meeting_completed,2025-08-20,2025-08-20 16:38:50
EVT-0002456,ORG-0027,USR-00294,meetings,meeting_completed,2024-12-19,2024-12-19 10:06:29
EVT-0011621,ORG-0136,USR-01288,scorecards,scorecard_updated,2026-01-10,2026-01-10 09:36:37
EVT-0001411,ORG-0015,USR-00175,headlines,headline_created,2023-09-25,2023-09-25 17:09:08
EVT-0011282,ORG-0128,USR-01217,headlines,headline_created,2025-09-23,2025-09-23 17:28:40
EVT-0006390,ORG-0064,USR-00663,rocks,rock_completed,2024-03-01,2024-03-01 15:07:36
EVT-0005849,ORG-0060,USR-00622,issues,issue_created,2025-12-25,2025-12-25 11:37:11
EVT-0004972,ORG-0049,USR-00529,rocks,rock_completed,2025-04-30,2025-04-30 10:09:22
EVT-0012116,ORG-0142,USR-01347,todos,todo_completed,2023-04-23,2023-04-23 17:33:13
